Index,Correlation Coefficient,Genes
7011,0.03326852306759389,GKN1
10601,0.033268097390925844,MC2R
15774,0.03326558728899587,SGK1
7497,0.03326320401622977,MTG2
17192,0.033262940558923,SYT12
20035,0.03326032289905696,ZNF829
19935,0.03325521458795528,ZNF681
13843,0.033247882100668605,DESI2
16092,0.03324528348649236,CLD
15363,0.03323208712289843,PPP6R2
8856,0.03322993613110281,DANCR
16147,0.03322692803143915,SLC35A4
19202,0.03322447694725947,WNK3
13879,0.03322043726265138,PRB1
18474,0.03321002380785719,TTC30B
9539,0.03320757680910559,LIX1
18398,0.033201879757547285,TSKS
10974,0.03319413178721723,MORC3
11610,0.03319026368535405,NDST4
9607,0.03318898290447871,LOC199725
14919,0.03318730727355623,RNF125
14946,0.03317511401639259,RNF168
8327,0.03317287105750917,IL17REL
2897,0.03317232799578196,CALM1
2298,0.03316631019225047,C20orf202
4862,0.033160750759999164,DHDDS
18168,0.03315926446962288,TPP1
15682,0.033157669192819594,SERTAD1
10615,0.03315698381302867,MCEE
12095,0.033156492164143625,NUDT16L1
17224,0.03315228240351252,ZNEUROK1
17169,0.033150269898266256,C6orf98
5065,0.03314156586017518,DNALI1
12199,0.033140523611870615,ODF3
13913,0.03313797418057289,PREPL
4089,0.03313198603313631,COPS4
4256,0.033129825902950834,MECT1
19526,0.03312730670090551,ZMAT1
10611,0.03312294406325799,MCCC1
8453,0.033120712116779985,INSL4
19171,0.033118214564407965,C20orf138
17084,0.03311408563105037,SUCLG1
6562,0.03311300627285478,FOXD4L1
2242,0.03311109033794831,CCDC185
3043,0.033109075867732374,CBY1
14776,0.03310496799003412,RGS12
7112,0.03310223148824003,GNB5
11082,0.033100485619981135,MRPL47
6683,0.033095493457596374,FUT7
17477,0.03309154213496517,TECPR2
5800,0.03308109765449997,FADS1
2765,0.03307725824306,DKFZp434J193
16341,0.03307353016257873,SMAD5-AS1
3470,0.03306910413446924,CDK2
16807,0.033065092102169506,SPRR2C
12497,0.033062432982554305,OR56A6
8867,0.03305645634456289,SUSD6
6903,0.03304472042325683,GDI2
6787,0.033044393728678345,GALNT3
665,0.03304192705182263,ANK3
7395,0.0330412599276476,GRIN3B
4116,0.03303781738891609,COX10
16416,0.03302396583851532,SNAP29
15507,0.033023468987085795,SDCBP2
1966,0.03302173891651455,CMC2
9500,0.03302045175246518,LIMCH1
14888,0.03301358458492427,RNASE1
9246,0.033005693039310696,KRTAP2-1
17565,0.03300487125364015,TGM2
19414,0.032993684945155546,ZCCHC17
2432,0.03299162039371514,PRADC1
15406,0.0329874863473275,SCAPER
2469,0.03298266266246476,POMGNT2
1989,0.03298142395121419,CCDC189
12380,0.03297827246042959,OR2S2
18577,0.032972651531847336,TWSG1
5193,0.03297109731325062,DSG3
12307,0.03296813791565014,OR13H1
8542,0.032954631325302464,ISCA1
16961,0.0329520881161355,STAG2
5421,0.032950998730228394,EIF2AK4
13593,0.03294745976495085,POC1B
3788,0.03294479946134066,CIZ1
10774,0.032942105630913626,MFSD1
3197,0.032938048196889856,CCDC94
13721,0.03293467254616023,PPARA
5807,0.03293250858391841,FAHD2A
18673,0.032930696313386576,UBE2W
11894,0.03292939854506439,NRB54
17139,0.03292759572767732,SUZ12
15556,0.03292642317967489,SEC31B
12894,0.03292348673713562,EFMR
12902,0.0329191395484447,PCDHA12
16724,0.032918421844570354,SPATC1
8063,0.03291777704111268,HSF2
11191,0.032916177815969644,MTBP
12090,0.032910549333113444,NUDT11
7562,0.03291047523672607,HABP2
7630,0.03290296990790184,HCG9
10921,0.032900145270931845,MMP14
8473,0.032895873238936196,INTS9
7269,0.03289411581566028,GPR15
10603,0.03289029993113625,MC4R
8629,0.032890073161259976,JAK1
11071,0.03288771203877953,MRPL38
8693,0.032885778842485246,KCMF1
12991,0.03288073242920569,PCSK5
19719,0.032878182978696956,ZNF192P1
15467,0.032872261107933905,SCN3A
4547,0.03287108895221652,CYP2B
13074,0.03286920210405993,PDLIM7
14093,0.03286905386844963,PSAP
2038,0.03286880670590702,ELP5
5037,0.03285330775297095,DNAJC13
14505,0.03284519145925963,RAP1B
6054,0.03284475086181045,FAM50B
9895,0.03284329585193757,LINC00671
10795,0.0328348118737581,MGC12916
7348,0.032834538910105564,GPX2
11199,0.0328318609286466,MTERF2
2740,0.032830007281764134,AARD
6051,0.03282221757235981,FAM49A
10451,0.032821418782269365,MAN2C1
818,0.03281325751027576,APC2
2625,0.032812492078797786,CEP85L
9951,0.03280432218113554,THUMPD3-AS1
17499,0.03279906407312567,TERT
16567,0.032789369427585785,SNRPD3
19800,0.032786931503705645,ZNF512B
13359,0.03278168745522035,PITX3
10054,0.03278030796366464,PDCD6P1
7152,0.03277770921971306,GOLGA6C
9074,0.03277475591698243,KLHDC9
6637,0.03277468694589547,FSCB
14939,0.03276666965176101,RNF151
16048,0.03276646527468664,SLC25A13
156,0.03276249066694863,ACBD3
13385,0.0327594988070302,PKN3
5911,0.03275913012000036,FAM156A
8712,0.032756138186122045,KCND2
18565,0.03274491116761968,TULP3
5024,0.032744480307320425,DNAJB14
4741,0.03274430990795251,DDX1
19216,0.03274069171840532,WNT6
19316,0.03273867109669214,YPEL3
9344,0.03273832824365422,CERS4
14807,0.03273722542110157,RHBG
17420,0.03273633967667886,TCF21
12351,0.03273564999737839,OR2AT4
237,0.032728587736376984,ACTN1
19259,0.0327261053729194,XKR6
12741,0.032725123663147976,PABP2
12240,0.03272374628897147,OPA3
12026,0.03271704680791865,NRTN
22,0.03271598566167442,ANKRD20A20P
1236,0.03270368308416228,ATP6AP1
11845,0.032698591546396163,NLRX1
4444,0.032696280329654256,CWF19L2
20030,0.03269543027226779,ZNF821
11808,0.032694014100995566,BCH
12124,0.032690325206964875,NUP188
17013,0.03268490553607431,STK25
1231,0.032678854808581764,ATP5L
15659,0.03267373996482738,SERPINB11
18754,0.03266336711910031,UGT2B11
1803,0.032661407138017184,PARPBP
17780,0.03265594866063748,TMEM127
10395,0.032651734805063046,MAGEA3
12196,0.03265171723960787,ODF3B
17566,0.032651424075078136,TGM3
5384,0.03264654863207917,EGFL6
17080,0.03263454166538768,STYXL1
1428,0.032634321002321574,BCAT2
18667,0.03263294510070565,UBE2R2
6848,0.032621366631186616,GBE1
1124,0.03261926032680851,ASPH
17737,0.032615958835406376,TMCO5A
2519,0.03260137085295502,STPG2
15000,0.03259668515175793,RNPEPL1
11625,0.0325920353226223,NDUFAB1
19570,0.03258816242860971,ZNF14
19255,0.03257947934118862,XIST
3065,0.03257621249630257,PRIMPOL
18931,0.03257579686090293,VASH2
6397,0.03257013807948184,FITM1
1561,0.03257011384697167,BNIP3
19779,0.03256481823493833,ZNF484
16589,0.03256019224170016,SNX18
6038,0.03255907360355422,FAM45A
19278,0.032556951041347225,XRCC2
11009,0.03255072070706433,MPP5
8169,0.032549425213968995,ID1
1331,0.03254690192760709,B3GNT2
15639,0.03254571847655881,BK126B4.1
13945,0.032542297021019004,PRKAR1B
1263,0.03253874637396589,ATP8A2
10029,0.03253810550458897,BEND3P3
3350,0.032536678209213736,CD52
10452,0.03253432702515403,MANBAL
3362,0.03253289384663334,CD72
3942,0.03252789182382577,CMTM8
9606,0.03252600572339433,LINC01126
5348,0.032525507665741735,EEF1G
11095,0.03252541583485765,MRPS12
4767,0.03252434433163629,DDX56
7865,0.03252076210896315,HLA-J
19530,0.032519382780795164,ZMAT5
3012,0.03251904822374396,CAV2
19629,0.032518399738222695,ZNF24
17321,0.032518296277854165,TAX1BP3
16804,0.03251717116338614,SPRR1B
9512,0.03251715808532302,LIN37
7084,0.03251694409550778,GMPPA
12856,0.0325159340959406,PATL2
14130,0.0325120718643237,PSMB3
15837,0.03250385149108562,SHC1
19345,0.032492797447218245,ZBED3
13301,0.032489967814791715,PIGW
19490,0.03248598484604064,MCG4
13850,0.032470313303774014,PPY2P
1229,0.03246716016912396,ATP5J
4096,0.03246650297456637,COPZ2
9761,0.0324625829151563,USP27X-AS1
15069,0.03245758180358733,RPL21P44
18905,0.032457343820305844,UTP23
6079,0.03245429049792901,FAM66C
8829,0.03244802896358958,KDM5A
8620,0.0324359050037695,IVD
3467,0.03243445697438471,CDK20
17464,0.032426678350940055,TDRD1
3076,0.032420296546601404,CEP89
1810,0.03241833714084312,C12orf54
19080,0.032415128747642234,WBP5
6780,0.03241395089154382,GALNT10
4467,0.032411421778417104,CXCR3
11489,0.03240940751459086,NBPF3
12164,0.03240797685717294,NYX
1571,0.032405542513572194,BOP1
6747,0.03240324690068054,GABRG2
17153,0.032396589303555455,SYCE2
9841,0.03239205211202647,LINC02112
18115,0.032385160700427344,TOP1P1
12214,0.032384039438495715,OGT
2115,0.03238361778283259,ERICH4
6652,0.03237807852180073,FTCD
10829,0.032357423202323786,MIA2
2635,0.03235718952864749,LINC00336
9590,0.03235574648364938,LOC100128573
7749,0.032352928607541916,HIGD1A
15390,0.03235227165565466,SBNO1
13822,0.03235096477515744,PPP2R3A
10420,0.03235067829192169,MAGEL2
12739,0.0323469627038576,PABPC5
8821,0.03234551555372977,KDM2B
10986,0.03234498081711069,MOSPD1
11295,0.032343080169701686,MYBPC3
18712,0.03233246226186303,UBXN4
2373,0.032313893390503785,C22orf42
19867,0.032311884341661,FLJ20813
1830,0.032308814689788246,LINC02909
14650,0.03230862591149376,RCCD1
4843,0.03230520493902562,KIAA0163
19798,0.03230430237500071,ZNF510
7517,0.03230260454070539,GUK1
4803,0.03229068141633135,DEGS2
16760,0.032287671128910234,SPIB
7978,0.03228754768149485,HOXD10
10210,0.03228516038130739,NRROS
17548,0.03228267244503489,TF
9676,0.0322825557925577,LOC100240734
15641,0.032281146188257274,SERINC2
19508,0.032279210143506785,ZGLP1
2381,0.032278419099854246,C2CD4A
13041,0.03226883872148395,PDE7B
18352,0.03226636260024748,FSGS2
11141,0.03226498416862461,MSGN1
14836,0.03226059335475199,RIC3
547,0.032253094733336866,ALDH8A1
13771,0.03225203906832834,PPM1J
12333,0.032250297819058464,OR1M1
19537,0.03224936340337056,ZMYM4
19797,0.03224027243854448,ZNF507
14407,0.03222680156987421,RAB40C
9158,0.03221904423832242,KREMEN1
12922,0.032217915475699736,PCDHB17P
8830,0.03221447503061322,KDM5B
6636,0.032209409590546904,FRZB
6122,0.03220508645560438,FAM83D
12740,0.032201037183228934,PABPN1L
1569,0.0321989582347829,BOLA3
12936,0.03219828874502741,CDH21
850,0.03219220267916781,APOBEC3H
12384,0.032177873304489964,OR2T1
8314,0.0321655152348645,IL13
12348,0.03215972054754293,OR2AG3
11000,0.032152861350075855,MPHOSPH9
5976,0.032146961410040815,TVP23A
15453,0.03213249837665822,SCHIP1
16879,0.03212409322315412,SRRM3
9990,0.03212247421752921,TARDBPP3
6825,0.032121731942849674,GAS7
12986,0.03212156121795002,PCP4
8531,0.03212098021369132,IRGQ
4319,0.03211922227311207,CSNK2A2
13874,0.03211626131583049,PRAMEF6
10541,0.032115598949676735,MARCH9
14045,0.032108298767911235,PRR4
477,0.03210266950705546,AIP
15531,0.032097956754849256,SDSL
2390,0.03209138004114051,C2orf27A
1246,0.03209120887031211,ATP6V0E2
3773,0.03208774583268984,CIITA
12456,0.03208573064711733,OR51D1
5390,0.03207070278683753,SM-20
6975,0.03206894698666141,GINS1
7186,0.032057023909473924,GP1BA
11575,0.032055092072105336,COL18A1-AS1
13693,0.03205037631018687,POU2AF1
10796,0.03204699899827228,FOXD2-AS1
17377,0.03204617728178069,TBRG1
7956,0.032038899290311104,HOXA6
2647,0.03203645626918056,C6orf62
3855,0.03203585520476989,CLEC2A
15793,0.03202283426169809,SH2B1
14996,0.03201881234618605,RNLS
1441,0.03200724764650641,BCL2L12
880,0.0320039459049646,AQP12
5546,0.03199904361119087,ENDOG
11111,0.03199388105781787,MRPS2
14158,0.0319936944582291,PSME1
15417,0.03199358329679198,SCARNA15
19981,0.03199297085136285,ZNF750
6233,0.03198997262796152,FBXO2
1417,0.03198926180260898,MGC13038
10670,0.031984641263281675,MED13
14479,0.0319792460419956,RALA
3216,0.031973827631151856,CCL1
17892,0.03197152293575707,TMEM229A
9958,0.031968031929577735,CTAGE15
16923,0.0319657344895158,SSX8P
13256,0.031960900962761246,PHOX2B
12813,0.03195919333081769,PAQR7
1934,0.03195820420906808,VWA9
19380,0.031957283596475775,ZBTB6
12190,0.03195641171886194,OCRL
9788,0.03194911055687716,DKFZP434A062
5496,0.03194704393434343,ELMOD2
18066,0.031946625605283566,TNIP3
12545,0.031945294020767415,OR5W3P
17815,0.03194292093127183,TMEM156
14576,0.031942846443661126,SCKL2
2007,0.03193629881036061,C17orf49
16988,0.031931314744880285,STAT5B
5124,0.03192931055731443,DPF1
2452,0.031927765337767,TIMMDC1
16371,0.03192550887180665,SMCR5
13541,0.03191701906941132,PMF1
5106,0.03190563581657082,DOK3
13477,0.03190027829305238,PLEKHG6
2645,0.031899833295430335,C6orf58
15480,0.031897778195701276,SCO1
11846,0.03189467222968816,NMBR
17255,0.031888284227987146,TAF6L
14745,0.03188804558822055,RFX3
14362,0.031885066806256544,RAB11FIP5
16338,0.03188345464461939,SMAD2
11335,0.031876972539622815,MYL5
16269,0.031875873973408235,SLC7A11
14542,0.031871870787670155,RASGEF1C
2714,0.031870530741473745,NDUFAF6
9481,0.03186277922195297,LIFR
5060,0.03185266919087321,DNAJC7
5508,0.0318514258030018,ELP2
13817,0.03184725804440583,PPP2R1B
19078,0.03184376619656447,WBP2
5399,0.031841251884162196,EHBP1
14264,0.03182951013728014,PTPRN2
181,0.03182532616449702,ACOT11
4201,0.03181769424645738,CRAMP1L
11617,0.03181551015516264,NDUFA3
14214,0.03181314964502918,PTH2R
7194,0.03181233687652869,GPAT2
17473,0.03181194132267186,TEAD2
19715,0.03181072519402736,ZNF384
3339,0.03180991240775413,CD3D
6389,0.0318096801279655,FIGLA
8806,0.031809242839500596,KCTD3
4263,0.03180662421518635,CRYAB
650,0.031787928649164444,ANGEL1
8607,0.03178695719285282,ITPA
12096,0.03178566177176967,NUDT16P1
669,0.03178356921306721,ANKFY1
17651,0.031781137955518006,TIMM50
7873,0.0317761788911604,HMBS
4465,0.03177347287295521,CXCR2P1
13757,0.03175989540208122,PPIL3
14369,0.03175559905177262,RAB19
7967,0.03175509848182172,HOXB8
2124,0.03175137833941601,C1GALT1C1
10593,0.03174692199327374,MBOAT4
13900,0.03173887176318163,PRDM8
9128,0.03173405139133766,KLRB1
7372,0.03172710909812834,GREM2
7045,0.031722855064271645,GLRA4
1247,0.03172269955284426,ATP6V1A
11134,0.031720369853956265,MS4A4
14711,0.0317201559627541,REST
13403,0.03171610215086464,PLA2G2F
4676,0.031715122963104254,DCDC2B
18523,0.03171319227090848,TTTY6B
9007,0.03171206625800779,KIF2B
9694,0.031704590840928734,ANKRD66
944,0.03170046977091922,ARHGAP39
5555,0.03169788991353446,ENOPH1
3692,0.03169465742153917,CHKB
13743,0.031692546593696684,PPIAL4D
5889,0.03168428377385301,FAM136BP
4294,0.031678001277286906,CSF2
12314,0.03167634958060997,OR1B1
14717,0.031675770911225906,REV3L
17409,0.03166768994810736,TCEB1
5268,0.03166302973291099,DNLC2A
11829,0.03166111877025659,NLRC4
4105,0.031659605934394465,COQ9
14873,0.031655754007435796,RLIM
18342,0.03165360816869667,TROAP
6118,0.031651864134835735,RMDN1
14684,0.031650680681667674,REEP6
12974,0.031642019791168485,PCNAP1
8761,0.031626975345064035,KCNK4
12835,0.03161537676239409,PARP15
10477,0.03161395009158844,MAP3K11
7554,0.031609485541454464,H2BFM
11734,0.03160784339287964,NFKBIB
3994,0.03160693050366829,CNTN2
8192,0.03160673286307629,IFFO2
14605,0.03160268316346274,RBM3
11336,0.03160219171456237,MYL6B
14291,0.03159953492239093,PUS1
643,0.03159602151362432,ANAPC13
2136,0.031594114756505295,C1QTNF3
12812,0.03158549265509242,PAQR6
18932,0.03158008698574632,VASN
16925,0.03156600244233579,ST14
9166,0.03156371442231921,KRT14
7328,0.03156327697742188,ADGRG3
4521,0.031562977456073414,CYGB
11385,0.031560824820693514,MYPOP
7685,0.03156027462362423,HELQ
12906,0.031558055578173067,PCDHA3
4257,0.03155562543296929,CRTC2
8001,0.03155373285204483,HPS5
4994,0.0315481905954142,DMRTC1B
2485,0.03154281846699898,FAM208A
5623,0.031536159492561486,EPR1
10669,0.03153326200650094,MED13L
2618,0.03153110945405767,METTL24
5058,0.031525473350314526,DNAJC5
10233,0.03152276412515952,LRRC4
18133,0.031520016322273116,TOX
9874,0.031519981291193974,LINC01020
389,0.03151459289663098,AES
9964,0.03151187360382531,TUBBP6
6444,0.03151083152269353,FLJ26850
19835,0.031504633291762806,ZNF557
14208,0.03150168150200254,PTGIS
14547,0.031500161992595706,RASGRP3
298,0.031499577837606305,ADAMTS18
14321,0.03149769999762668,PYDC1
10458,0.03149494992538215,MAOA
13612,0.03148632018400787,POLDIP3
13230,0.03148399724475204,PHF23
13072,0.03148306214603348,PDLIM4
862,0.03148237848370153,APOL1
7785,0.03147819658751964,HIST1H2BB
9667,0.03147729025632605,LINC02418
4965,0.0314767382380798,DLGAP5
9227,0.03147436869194785,KRTAP10-4
4586,0.03147199561015062,CYS1
8698,0.031468127796394955,KCNA4
19150,0.03145731392812855,WDR82
5202,0.03145564532003558,DTHD1
2708,0.031447871608791436,PPDPFL
4967,0.031447662572189755,DLK2
20011,0.0314451187648714,ZNF789
12404,0.031441158426128706,OR3A4P
7738,0.031441153696933476,HHLA3
8404,0.031436212531110314,SPPL2C
5772,0.031434351818767005,F11
16062,0.03143090755919215,SLC25A26
5752,0.03142847016027864,EXOSC6
403,0.0314273691156303,AFTPH
1185,0.03142123699640939,ATP10A
19012,0.03141454310095303,VPS35
3704,0.03141389194997907,CHMP7
9534,0.03141144481308886,LIPL4
10158,0.03140901248364773,LRFN1
11909,0.03140766210896734,NOTCH2
5412,0.031403793384612466,EID3
10657,0.031396798167873725,ME1
18225,0.03139192199398443,TRAPPC6B
2404,0.03139007738865727,C2orf50
16403,0.0313889250884671,SMUG1
15199,0.031386796896652344,RRAS
14245,0.03138516731670787,PTPN2
15005,0.03138474926413967,RNU6ATAC
6689,0.031381946724960454,FXR1
11735,0.031375498509389234,NFKBID
12400,0.03137115980968264,OR2Z2
7073,0.03136833392296476,GM2A
2297,0.03135667815717829,LKAAEAR1
10302,0.03135454107992933,LTBP4
10752,0.031353480849750426,METTL9
4238,0.031350648421537786,CRISPLD2
16379,0.03134943963289244,SMG5
15151,0.03134943494944003,RPS24
1864,0.03134917502372332,GON7
5924,0.03134545717074135,FAM163A
9252,0.03134103656626492,KRTAP3-2
15653,0.03134014779342212,SERPINA4
15506,0.031332757312029,SDC4
5426,0.03133153392723147,EIF2B4
10604,0.03133061421909418,MC5R
12732,0.031329707002262494,PABPC1L2B
9725,0.03132911747097065,TPM3P9
8763,0.03132732593285185,KCNK6
7406,0.031326838757791124,ARHGAP35
8268,0.03132541993130104,IGFBP7
17917,0.03132445247775621,TMEM44
5329,0.031314261541445516,EDEM1
15850,0.031310314980933424,SHISA5
13532,0.031305986706552526,PLXNC1
20058,0.031304801221529475,ZNF883
2077,0.03130476819826719,R3HDM4
12575,0.03129232714232229,OR6Y1
1908,0.031289682723625103,LINC00523
16390,0.0312874686210564,SMPD2
11487,0.031280455544555136,NBPF1
14616,0.03127488832382584,RBM6
18006,0.031272760208967285,TMSB15A
3035,0.03125972576387603,CBX1
5827,0.03125873028914911,FAM107B
19799,0.03125765929210027,ZNF511
19426,0.03125614239940869,ZCWPW1
6672,0.031249427574559122,FUNDC2
6860,0.031249335619172577,GCAT
9581,0.03123862693337036,DPPA2P3
11876,0.03123834603108755,NOD1
4815,0.031233069486053894,DENND4C
18499,0.031230264850398926,TTLL12
11262,0.031224279973459425,MUC7
14112,0.03122009717811782,PSG8
13480,0.031217007751823747,PLEKHH2
5575,0.031215946571530245,ENTPD7
725,0.031214324752501573,ANKRD52
6929,0.031211951268948254,GFPT2
3319,0.031204151274003923,CD276
12878,0.031202076124916597,PCA3
12052,0.031197812260560287,NT5C3A
3919,0.031196331237115245,CLTCL2
5071,0.031195405202207527,DNASE2
628,0.031191698047585103,KIAA1071
9614,0.031187686613963837,LOC100130331
3039,0.03118148183232226,CBX5
7360,0.03118073437816347,GRAMD4
15977,0.03118057254493681,SLC16A12
16820,0.031174922988264013,TRIM51
1084,0.031170204812325165,ASB14
2099,0.03116741650731574,C19orf47
16812,0.0311666359071961,SPRR3
16868,0.031160269290052316,SRP9
15877,0.03115748415291738,SIGLEC14
16520,0.031155063724092012,SNORA71C
3478,0.031148870720904866,CDK5
19182,0.031147648640737314,WHAMMP2
8506,0.03114580271923971,IQGAP2
8927,0.031139782139936695,KANSL3
2034,0.03113653952810962,C17orf77
6826,0.031126805166603287,GAS8
18533,0.0311205752110203,TUBA3D
15427,0.031114311813952945,SCARNA4
12868,0.031113767641639655,PAXIP1
9425,0.03111181779995687,LENG8
9770,0.03110999181807089,TMEM254-AS1
12019,0.031101808213670222,NRM
3632,0.031100626881087227,CFLAR
8568,0.03109936753542615,ITGA2
4041,0.03109854650561127,AOM
10536,0.03109170839752369,MARCH4
13814,0.03108890707542253,PPP2CA
6186,0.03108313811692741,FAU
17638,0.031083002957911547,TIGD5
17543,0.031078478152914826,TFPI2
3405,0.031076425892309766,CDC42EP2
3853,0.03107265814658452,CLEC1A
13118,0.031061212505493138,PELP1
5996,0.03105986296649099,FAM19A3
670,0.031057900552188905,ANKHD1-EIF4EBP3
6785,0.031054994225361964,GALNT1
5886,0.03105463525058493,FAM135A
14790,0.031046909502638675,RGS5
5091,0.031043422012353394,DOC2BL
1831,0.031042390163793086,C13orf15
15205,0.03104217248948489,RRM2
17536,0.03103809118688765,TFEB
7483,0.03103396044029886,GTF2IRD2
9643,0.031024546803267355,RSU1P2
9922,0.03102286281801634,GBP1P1
12412,0.031021028703839826,OR4C15
10911,0.03101478062007279,MMADHC
8118,0.031013511231782004,HTR2B
4761,0.03101086659873092,DDX50
6651,0.03100989426380261,FST
19125,0.031009500834657006,WDR54
14750,0.031009034515299624,RFX8
8863,0.030998635075375865,KIAA0196
16299,0.030993934782449255,SLC9A9
15974,0.030986897623362333,SLC15A4
19386,0.03098639589423365,ZBTB8OS
17009,0.03098388673695579,STK17A
763,0.03098296282009395,ANX14
14599,0.030981379802912403,RBM27
9326,0.030980595997455854,LAP3
5271,0.030966713797604847,DYNLT3
11426,0.030964120245149364,NADSYN1
983,0.030962511440742684,ARID5A
9898,0.03096143416663401,LINC02591
17430,0.03095306477986959,TCHH
18058,0.030950446710083627,TNFSF18
1814,0.03094779646600769,TIGAR
18625,0.03094644732552007,UBA7
6823,0.030944528878381353,GAS5
17434,0.030943421078981157,TCL1B
5796,0.030941393293235295,FABP5
7794,0.03093599771052749,HIST1H2BK
12271,0.03093294660607365,OR10H1
10122,0.030929124319293087,LPAL2
7955,0.030926599883306677,HOXA5
16943,0.03091819064587919,ST7L
18645,0.030917947237246897,UBE2E1
6757,0.030912478614313683,PRG6
842,0.0309113023886749,APOBEC1
3663,0.030906045535674546,CHCHD6
7942,0.030903522244180824,HOOK3
11120,0.030902589023476985,MRPS7
7413,0.030902043984880345,GRM7
787,0.030889623767803055,AP1G1
1322,0.03088823569561215,B3GALT2
8023,0.03088567821086407,RIDA
11870,0.030883208424121948,NNT
12494,0.03088221064257309,OR52R1
15279,0.0308816013041548,RUVBL2
12395,0.030880172269824868,OR2V3
18689,0.030876153669501846,UBN2
18708,0.030870685756743795,UBXN11
10375,0.03086560520651256,MAD1L1
14535,0.030862625542491206,RASAL2
1348,0.030853405353113,B4GALT5
19337,0.03085217800935875,ZAK
14281,0.030843586026334635,PTTG3P
18739,0.030841335395137073,UGGT1
9974,0.030824384414661482,MIR31HG
8157,0.03082290080131566,ALS2CR14
16924,0.030822518916167916,P48
8534,0.030822324624263507,IRS4
8562,0.030820075159620042,ITFG2
12668,0.030812498840347678,OTOF
17920,0.030811850033024692,TMEM47
12958,0.030807417466775584,KIAA0824
19448,0.030806751773892076,ZDHHC6
10372,0.030795324011294565,MACF1
18783,0.030789661745610496,UNC13D
12957,0.030789333794696817,CFAP221
1625,0.030782152676394912,BTAF1
10115,0.03077715695423506,LOR
18244,0.030768983793837128,TRIAP1
11097,0.030765266615657295,MRPS15
14923,0.030763998865666824,RNF130
6291,0.03075825375437761,FCRL2
6019,0.0307578976177026,FAM27B
2166,0.030750435916299654,C1orf127
1594,0.030748168660239515,BRD9
11706,0.030744325855849904,NEUROD6
9579,0.0307410976514254,LOC100126784
17407,0.030740736952922062,TCEAL8
19903,0.03073997130523825,ZNF639
14239,0.030738968251375155,PTPN1
18644,0.0307350078821059,UBE2DNL
2127,0.03072605689964315,HABP1
3770,0.030719113660751078,CIDEB
8274,0.03071908536193215,IGFN1
17394,0.030718672197697396,TC2N
16242,0.03071750387755585,SAAT1
19522,0.030716454307173957,ZKSCAN2
18729,0.030713094271117326,UCP2
19247,0.030700062859143607,XCL1
17152,0.030683035157309562,SYCE1
5273,0.03067589610229852,DYRK1B
16202,0.03067185945852589,SLC3A2
16163,0.030670108948755305,SLC35F1
10699,0.030666881709417837,MEFV
11650,0.030664732679985394,NDUFS8
10401,0.030658062987195787,MAGEB10
8336,0.03065611695489873,IL1F10
17451,0.030655719461273084,TCTEX1D4
1491,0.030647993371455805,BEX4
14677,0.030644067908388892,RECQL5
4384,0.030630832440616613,CTNNA3
13548,0.03063039625115909,PMPCA
17877,0.030629765346734762,TMEM209
12881,0.030626933260383776,PCBP1
928,0.030619751162204157,ARHGAP1
16208,0.030619656954752928,SLC43A2
6337,0.03061795182893952,FGF11
3528,0.030614106614821033,CEACAM3
5675,0.030613126291871726,ERP29
18845,0.030610151168381155,USP14
5859,0.030607977210415343,FAM122C
9310,0.03060642673979445,LAMA4
9439,0.030600733767983397,LFNG
18095,0.0305926756625161,TNS4
15976,0.030591866542736636,SLC16A11
8879,0.03059080900660629,MARF1
11436,0.030582337812496033,NALCN
15213,0.03058149564536828,RRP1
1669,0.03058124629803806,BYSL
8344,0.03057666212288868,MRX34
10984,0.030574684405711525,MARC1
15447,0.03057443952643961,SCGB2A1
9217,0.030567524757287075,KRT9
4694,0.030565120606114323,DCST1
4226,0.0305632971966545,CRHR2
17318,0.030562302730892953,TATDN3
3665,0.03056177740066422,COA4
19607,0.030557834755948136,ZNF215
12847,0.030557833904361446,PARVB
713,0.030553101314067015,ANKRD36B
17594,0.030548957361544705,THEM5
10247,0.03054650658755177,LRRC7
3820,0.03054565524613998,CLDN11
12373,0.030543867717628837,OR2L3
19744,0.030539015887283066,ZNF429
8426,0.030538668433466355,INHA
14617,0.03053808221516515,RBM7
19934,0.030536010544297366,ZNF680
18949,0.030530248827050428,VCX3B
7350,0.030526371362335672,GPX4
16964,0.03052445906172493,STAG3L3
10067,0.030519662275779482,GTF2IRD1P1
18697,0.030512181683326926,UBR1
19868,0.03051172844732863,ZNF589
10949,0.030508990408671673,MNT
4907,0.03050767272843145,DIDO1
8480,0.030507172626113778,IPMK
6800,0.030502115101086056,GALR1
1896,0.030499928155539452,LINC00520
18477,0.030498817406066685,TTC33
12053,0.030498747790299575,UMPH2
204,0.030498318404122857,ACRV1
9816,0.030495955231039235,MFSD4A-AS1
4486,0.030495668276709263,PIH1D3
16112,0.030493645521842246,SLC2A10
13786,0.03049343734812284,PPP1R13B
17574,0.030487016222284676,NELFCD
3784,0.030479558035580098,CITED1
2577,0.03047826677295864,ADGB
16294,0.03047751399968373,SLC9A4
16748,0.03047578961881883,SPEN
2072,0.03045299230502818,MYDGF
2366,0.030447486492996594,SMDT1
14785,0.030441572863133745,RGS21
3760,0.030435406829370616,CHUK
17109,0.030428408340405676,SUMO1P3
17375,0.03042520697028816,TBP
18705,0.030418520127180652,UBTFL1
